positives,all_docs,limited_docs,recall
0,1,1,0.00000
0,3,3,0.00000
0,6,6,0.00000
0,10,10,0.00000
0,15,15,0.00000
0,21,21,0.00000
0,28,28,0.00000
1,36,36,0.01333
1,45,45,0.01333
9,55,55,0.12000
16,66,66,0.21333
26,79,79,0.34667
34,94,94,0.45333
42,111,111,0.56000
48,130,130,0.64000
59,151,151,0.78667
63,175,175,0.84000
66,202,202,0.88000
68,232,232,0.90667
69,265,262,0.92000
69,302,292,0.92000
72,343,322,0.96000
72,389,352,0.96000
72,440,382,0.96000
74,497,412,0.98667
74,560,442,0.98667
74,630,472,0.98667
74,707,502,0.98667
74,792,532,0.98667
74,886,562,0.98667
74,990,592,0.98667
74,1105,622,0.98667
74,1232,652,0.98667
75,1372,682,1.00000
75,1526,712,1.00000
75,1696,742,1.00000
75,1883,772,1.00000
75,2089,802,1.00000
75,2316,832,1.00000
75,2566,862,1.00000
75,2841,892,1.00000
75,3144,922,1.00000
75,3478,952,1.00000
75,3846,982,1.00000
75,4251,1012,1.00000
75,4697,1042,1.00000
75,5188,1072,1.00000
75,5729,1102,1.00000
75,6325,1132,1.00000
75,6981,1162,1.00000
75,7703,1192,1.00000
75,8498,1222,1.00000
75,9373,1252,1.00000
75,10336,1282,1.00000
75,11396,1312,1.00000
75,12562,1342,1.00000
75,13845,1372,1.00000
75,15257,1402,1.00000
75,16811,1432,1.00000
75,18521,1462,1.00000
75,20402,1492,1.00000
75,22472,1522,1.00000
75,24749,1552,1.00000
75,27254,1582,1.00000
75,30010,1612,1.00000
75,33042,1642,1.00000
75,36378,1672,1.00000
75,40048,1702,1.00000
75,44085,1732,1.00000
75,48526,1762,1.00000
75,53412,1792,1.00000
75,58787,1822,1.00000
75,64700,1852,1.00000
75,71205,1882,1.00000
75,78361,1912,1.00000
75,86233,1942,1.00000
75,94893,1972,1.00000
75,104419,2002,1.00000
75,114898,2032,1.00000
75,126425,2062,1.00000
