positives,all_docs,limited_docs,recall
1,1,1,0.01351
2,3,3,0.02703
4,6,6,0.05405
8,10,10,0.10811
13,15,15,0.17568
18,21,21,0.24324
25,28,28,0.33784
31,36,36,0.41892
37,45,45,0.50000
42,55,55,0.56757
50,66,66,0.67568
59,79,79,0.79730
64,94,94,0.86486
68,111,111,0.91892
70,130,130,0.94595
70,151,151,0.94595
71,175,175,0.95946
71,202,202,0.95946
72,232,232,0.97297
73,265,262,0.98649
74,302,292,1.00000
74,343,322,1.00000
74,389,352,1.00000
74,440,382,1.00000
74,497,412,1.00000
74,560,442,1.00000
74,630,472,1.00000
74,707,502,1.00000
74,792,532,1.00000
74,886,562,1.00000
74,990,592,1.00000
74,1105,622,1.00000
74,1232,652,1.00000
74,1372,682,1.00000
74,1526,712,1.00000
74,1696,742,1.00000
74,1883,772,1.00000
74,2089,802,1.00000
74,2316,832,1.00000
74,2566,862,1.00000
74,2841,892,1.00000
74,3144,922,1.00000
74,3478,952,1.00000
74,3846,982,1.00000
74,4251,1012,1.00000
74,4697,1042,1.00000
74,5188,1072,1.00000
74,5729,1102,1.00000
74,6325,1132,1.00000
74,6981,1162,1.00000
74,7703,1192,1.00000
74,8498,1222,1.00000
74,9373,1252,1.00000
74,10336,1282,1.00000
74,11396,1312,1.00000
74,12562,1342,1.00000
74,13845,1372,1.00000
74,15257,1402,1.00000
74,16811,1432,1.00000
74,18521,1462,1.00000
74,20402,1492,1.00000
74,22472,1522,1.00000
74,24749,1552,1.00000
74,27254,1582,1.00000
74,30010,1612,1.00000
74,33042,1642,1.00000
74,36378,1672,1.00000
74,40048,1702,1.00000
74,44085,1732,1.00000
74,48526,1762,1.00000
74,53412,1792,1.00000
74,58787,1822,1.00000
74,64700,1852,1.00000
74,71205,1882,1.00000
74,78361,1912,1.00000
74,86233,1942,1.00000
74,94893,1972,1.00000
74,104419,2002,1.00000
74,114898,2032,1.00000
74,126425,2062,1.00000
